이름,병원종류,영업시간,전화번호
고운피부과의원,피부과,"금
09:30 - 20:00
12:30 - 14:00 휴게시간
토
09:30 - 15:00
일
정기휴무 (매주 일요일)
월
09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 19:00
12:30 - 14:00 휴게시간
목
09:30 - 19:00
12:30 - 14:00 휴게시간",051-415-4001
장편한내과의원,내과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-404-1088
의료법인 행도의료재단 해동병원,종합병원,"금
08:30 - 17:00
12:30 - 13:30 휴게시간
토
08:30 - 12:30
일
정기휴무 (매주 일요일)
월
08:30 - 17:30
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 17:00
12:30 - 13:30 휴게시간
목
08:30 - 17:00
12:30 - 13:30 휴게시간",051-410-6300
영도이비인후과의원,이비인후과,"금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 14:00 휴게시간
목
09:00 - 18:00
12:30 - 14:00 휴게시간",051-416-9941
온마음한의원,한의원,"금
08:30 - 19:00
토
08:30 - 14:30
일
정기휴무 (매주 일요일)
월
08:30 - 20:00
화
08:30 - 20:00
수
08:30 - 19:00
목
08:30 - 20:00
접기",051-417-7588
미드림피부과의원,피부과,"금
09:30 - 18:30
12:30 - 14:00 휴게시간
토
09:30 - 14:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
12:30 - 14:00 휴게시간
목
09:30 - 13:00",051-412-2375
수도의원,내과,"금
09:00 - 17:30
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일(6/4)
정기휴무 (매달 1, 3, 5번째 일요일)
월
09:00 - 17:30
13:00 - 14:00 휴게시간
화
09:00 - 17:30
13:00 - 14:00 휴게시간
수
09:00 - 17:30
13:00 - 14:00 휴게시간
목
09:00 - 17:30
13:00 - 14:00 휴게시간",051-416-4031
삼성제일내과의원,내과,"금
08:30 - 18:30
12:30 - 13:30 휴게시간
토
08:30 - 13:00
일(6/4)
정기휴무 (매달 1, 2, 3, 5번째 일요일)
월
08:30 - 18:30
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 18:30
12:30 - 13:30 휴게시간
목
08:30 - 18:30
12:30 - 13:30 휴게시간",051-975-1000
참좋은정형외과의원,정형외과,"금
08:30 - 19:00
토
08:30 - 14:00
일
정기휴무 (매주 일요일)
월
08:30 - 19:00
화(6/6)
현충일08:30 - 14:00
수
08:30 - 19:00
목
08:30 - 19:00",0507-1395-1742
i서울병원,내과,,0507-1494-8307
더조은의원,내과,"금
09:00 - 19:00
토
09:00 - 15:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
화(6/6)
현충일 휴무
수
09:00 - 19:00
목
09:00 - 19:00",051-405-5758
오션이비인후과의원,이비인후과,"금
09:00 - 18:30
12:40 - 14:00 휴게시간
토
09:00 - 15:30
12:40 - 14:00 휴게시간
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:40 - 14:00 휴게시간
화(6/6)
현충일 휴무
수(6/7)
09:00 - 12:45
목
09:00 - 18:30
12:40 - 14:00 휴게시간",051-405-1004
편안한여성의원,산부인과,"금
09:00 - 17:30
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월(6/5)
휴무
화(6/6)
현충일 휴무
수
09:00 - 17:30
12:30 - 14:00 휴게시간
목
09:00 - 12:30",051-715-0708
상쾌한이비인후과의원,이비인후과,"금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 14:00 휴게시간
목
09:00 - 18:00
12:30 - 14:00 휴게시간",051-413-0202
최덕철소아청소년과의원,소아청소년과,"금
09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
목
09:00 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",051-405-8833
영도구보건소,보건소,"매일
09:00 - 18:00
접기",051-416-4000
삼세한의원,한의원,"금
09:00 - 19:00
12:30 - 13:30 휴게시간
토
09:00 - 18:00
12:30 - 13:30 휴게시간
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 19:00
12:30 - 13:30 휴게시간
목
09:00 - 19:00
12:30 - 13:30 휴게시간",051-418-7777
영도오복치과의원,치과,"금
09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감
목
14:00 - 20:30
20:00 접수마감",051-412-7528
박해일내과의원,내과,"금
09:00 - 18:30
토
09:00 - 12:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
화(6/6)
현충일 휴무
수
09:00 - 18:30
목
09:00 - 18:30",051-405-4200
연세의원,내과,,051-405-7797
정요양병원,요양병원,"금
09:00 - 17:00
토
09:00 - 13:00
일
정보없음
월
09:00 - 17:00
화
09:00 - 17:00
수
09:00 - 17:00
목
09:00 - 17:00",1899-0071
영도서울튼튼정형외과의원,정형외과,"금
09:00 - 19:00
13:00 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 20:00
13:00 - 14:00 휴게시간
목
09:00 - 19:00
13:00 - 14:00 휴게시간",051-907-0100
본데로정형외과의원,정형외과,"금
07:30 - 17:30
12:30 - 13:30 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
07:30 - 17:30
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 19:00
12:30 - 13:30 휴게시간
목
09:00 - 13:00",051-414-1919
강남고운의원,비뇨의학과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-416-8009
김도형정형외과의원,정형외과,"금
09:00 - 18:30
12:30 - 14:00 휴게시간
토
09:00 - 13:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일09:00 - 13:00
수
09:00 - 18:30
12:30 - 14:00 휴게시간
목
09:00 - 18:30
12:30 - 14:00 휴게시간",051-714-0875
김익곤정형외과의원,정형외과,,051-417-3800
김순웅이비인후과의원,이비인후과,"금
10:00 - 18:30
13:00 - 14:15 휴게시간
토
10:00 - 13:00
일
정기휴무 (매주 일요일)
월
10:00 - 18:30
13:00 - 14:15 휴게시간
화(6/6)
현충일 휴무
수
정기휴무 (매주 수요일)
목
10:00 - 18:30
13:00 - 14:15 휴게시간",051-413-3353
늘찬마취통증의학과의원,마취통증의학과,"금
08:30 - 18:30
13:00 - 14:00 휴게시간
토
08:30 - 14:00
일
정기휴무 (매주 일요일)
월
08:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 18:30
13:00 - 14:00 휴게시간
목
08:30 - 18:30
13:00 - 14:00 휴게시간",051-417-8275
조흥욱이비인후과의원,이비인후과,"금
09:30 - 18:30
13:00 - 14:00 휴게시간
토
09:30 - 15:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일09:30 - 13:00
수
09:30 - 18:30
13:00 - 14:00 휴게시간
목
09:30 - 18:30
13:00 - 14:00 휴게시간",051-404-0168
더맑은의원,피부과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
토
09:00 - 14:00
13:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",051-404-1221
조이안과의원,안과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",051-412-7970
영도밝은안과의원,안과,"금
09:30 - 18:00
13:00 - 14:00 휴게시간
토
09:30 - 12:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
13:00 - 14:00 휴게시간
목
09:30 - 18:00
13:00 - 14:00 휴게시간",051-403-7579
한정희소아청소년과의원,소아청소년과,,051-412-2100
영도병원,종합병원,"금
08:30 - 17:00
토
08:30 - 12:30
일
정기휴무 (매주 일요일)
월
08:30 - 17:30
화(6/6)
현충일 휴무
수
08:30 - 17:00
목
08:30 - 17:00",1899-0061
형건덕내과의원,내과,"금
09:00 - 19:00
12:30 - 14:00 휴게시간
12:00, 18:30 접수마감
토
09:00 - 14:00
13:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
12:30 - 14:00 휴게시간
12:00, 18:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 19:00
12:30 - 14:00 휴게시간
12:00, 18:30 접수마감
목
09:00 - 12:30
12:00 접수마감",0507-1406-2023
도기공안과의원,안과,"금
09:00 - 18:00
12:30 - 14:20 휴게시간
토
09:00 - 12:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:20 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 14:20 휴게시간
목
14:00 - 18:00",051-417-4249
편한치과의원,치과,,051-403-3334
사랑의의원,가정의학과,"금
09:00 - 18:30
토
정보없음
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
화(6/6)
현충일 휴무
수
09:00 - 18:30
목
09:00 - 13:00",0507-1473-8277
영도타임치과의원,치과,"금
09:30 - 18:30
12:30 - 14:00 휴게시간
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
12:30 - 14:00 휴게시간
목
09:30 - 18:30
12:30 - 14:00 휴게시간",051-412-2875
성백운소아과의원,소아청소년과,"금
09:00 - 18:30
12:30 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
12:30 - 14:00 휴게시간
목
09:00 - 18:30
12:30 - 14:00 휴게시간",051-404-2800
이형유내과의원,내과,"금
08:50 - 17:10
12:20 - 13:50 휴게시간
17:00 접수마감
토
08:50 - 12:00
11:50 접수마감
일
정기휴무 (매주 일요일)
월
08:50 - 17:10
12:20 - 13:50 휴게시간
17:00 접수마감
화(6/6)
현충일 휴무
수
08:50 - 17:10
12:20 - 13:50 휴게시간
17:00 접수마감
목
08:50 - 17:10
12:20 - 13:50 휴게시간
17:00 접수마감",051-417-9237
영도스마트치과의원,치과,"금
09:30 - 18:30
13:00 - 14:30 휴게시간
토
09:30 - 13:30
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:30 휴게시간
목
09:30 - 20:00
13:00 - 14:30 휴게시간",0507-1409-0132
좋은영도내과의원,내과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 13:00",051-714-3375
아나파마취통증의학과의원,마취통증의학과,"금
09:00 - 18:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00
목
09:00 - 12:30",051-413-8818
보스톤화이트e치과의원,치과,"금
09:30 - 21:00
13:00 - 14:00 휴게시간
토
09:30 - 14:30
일(6/4)
정기휴무 (매달 1, 3번째 일요일)
월
09:30 - 21:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 21:00
13:00 - 14:00 휴게시간
목
09:30 - 21:00
13:00 - 14:00 휴게시간",0507-1380-2575
김영철내과의원,내과,"금
09:00 - 18:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00
목
09:00 - 18:00",051-416-2002
송인무이비인후과의원,이비인후과,"금
09:30 - 18:00
12:30 - 14:00 휴게시간
토
09:30 - 12:30
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
12:30 - 14:00 휴게시간
목
09:30 - 18:00
12:30 - 14:00 휴게시간",051-414-8147
영도좋은의원,가정의학과,"금
09:00 - 18:00
12:40 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:40 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:40 - 14:00 휴게시간
목
09:00 - 18:00
12:40 - 14:00 휴게시간",051-413-8272
건강한내과의원,내과,"금
08:30 - 18:00
13:00 - 14:00 휴게시간
토
08:30 - 13:00
일
정기휴무 (매주 일요일)
월
08:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 18:00
13:00 - 14:00 휴게시간
목
08:30 - 18:00
13:00 - 14:00 휴게시간",051-403-2333
한빛사랑안과의원,안과,"금
09:30 - 17:00
13:00 - 14:00 휴게시간
16:30 접수마감
토
09:30 - 13:00
12:30 접수마감
일
정보없음
월
09:30 - 17:00
13:00 - 14:00 휴게시간
16:30 접수마감
화
09:30 - 17:00
13:00 - 14:00 휴게시간
16:30 접수마감
수
09:30 - 13:00
12:30 접수마감
목
09:30 - 17:00
13:00 - 14:00 휴게시간
16:30 접수마감
접기",No phone number available
정요양병원장례식장,병원부속시설,,051-410-1777
신근식산부인과,산부인과,"매일
00:00 - 24:00
접기",051-412-0339
e맑은정신과의원,정신건강의학과,"금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 14:00 휴게시간
목
09:00 - 18:00
12:30 - 14:00 휴게시간",051-415-5307
일신내과의원,내과,"금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
09:00 - 12:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 14:00 휴게시간
목
09:00 - 18:00
12:30 - 14:00 휴게시간",051-417-9846
참치과의원,치과,,051-405-8787
해동병원 응급실,응급실,"매일
00:00 - 24:00
접기",051-410-6688
프랜드치과의원 영도점,치과,"금
09:45 - 18:30
토
09:45 - 12:30
일
정기휴무 (매주 일요일)
월
09:45 - 18:30
화(6/6)
현충일 휴무
수
09:45 - 18:30
목
09:45 - 18:30",0507-1347-2875
영도참편한요양병원,요양병원,,051-403-9971
이정원한의원,한의원,"금
정기휴무 (매주 금요일)
토
09:00 - 16:00
13:00 - 14:00 휴게시간
일
09:00 - 16:00
13:00 - 14:00 휴게시간
월
09:00 - 17:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 17:00
13:00 - 14:00 휴게시간
목
09:00 - 17:00
13:00 - 14:00 휴게시간",051-418-1075
행복한요양병원,요양병원,"금
09:00 - 18:00
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00
목
09:00 - 18:00",051-417-9400
인제요양병원,요양병원,"금
09:00 - 18:00
12:30 - 13:30 휴게시간
토
09:00 - 13:00
일
정보없음
월
09:00 - 18:00
12:30 - 13:30 휴게시간
화
09:00 - 18:00
12:30 - 13:30 휴게시간
수
09:00 - 18:00
12:30 - 13:30 휴게시간
목
09:00 - 18:00
12:30 - 13:30 휴게시간
접기",051-412-2440
몸사랑내과의원,내과,"금
09:00 - 18:00
12:30 - 13:30 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 13:30 휴게시간
목
09:00 - 18:00
12:30 - 13:30 휴게시간",051-413-0055
미즈원산부인과의원,산부인과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 13:00
12:30 접수마감
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",051-415-1700
수도치과의원,치과,"금
10:00 - 18:30
13:00 - 14:00 휴게시간
토(6/3)
휴무
일
정기휴무 (매주 일요일)
월
10:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
10:00 - 18:30
13:00 - 14:00 휴게시간
목
10:00 - 18:30
13:00 - 14:00 휴게시간",051-416-2888
강민기신경외과의원,신경외과,"금
09:00 - 17:20
12:20 - 14:00 휴게시간
토
09:00 - 12:00
일
정기휴무 (매주 일요일)
월
09:00 - 17:20
12:20 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 17:20
12:20 - 14:00 휴게시간
목
09:00 - 17:20
12:20 - 14:00 휴게시간",051-418-0058
몸편한 제통 재활의학과의원,재활의학과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
13:00 - 14:00 휴게시간
목
09:00 - 18:30
13:00 - 14:00 휴게시간",051-715-2525
강남의원,내과,"금
09:00 - 18:00
토
09:00 - 16:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일09:00 - 16:00
수
09:00 - 18:00
목
09:00 - 18:00
접기",051-416-4015
한빛연합의원,내과,"금
09:00 - 18:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00
목
09:00 - 18:00",051-405-8633
한승희산부인과의원,산부인과,"금
09:00 - 17:30
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
화(6/6)
현충일 휴무
수
09:00 - 17:30
목
09:00 - 17:30",051-416-6776
프랜드이사랑치과,치과,"금
09:30 - 18:30
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
화(6/6)
현충일 휴무
수
09:30 - 18:30
목
09:30 - 18:30",051-405-1010
한가족내과신경외과의원,내과,"금
09:00 - 17:30
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
13:00 - 14:00 휴게시간
화(6/6)
현충일09:00 - 13:00
수
09:00 - 17:30
13:00 - 14:00 휴게시간
목
09:00 - 17:30
13:00 - 14:00 휴게시간
접기",051-405-6546
영도항문외과의원,"대장,항문과","금
09:00 - 18:30
토
09:00 - 12:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
화(6/6)
현충일09:00 - 12:00
수
09:00 - 18:30
목
09:00 - 18:30
접기",051-418-5150
연세정신과의원,정신건강의학과,"금
09:30 - 17:30
13:00 - 14:00 휴게시간
토
09:30 - 12:00
일
정기휴무 (매주 일요일)
월
09:30 - 17:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 17:30
13:00 - 14:00 휴게시간
목
09:30 - 17:30
13:00 - 14:00 휴게시간",051-413-0881
바른이 치과교정과 치과의원,치과,"금
10:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
토
10:00 - 15:00
14:30 접수마감
일
정기휴무 (매주 일요일)
월(6/5)
휴무
화(6/6)
휴무
수
10:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
목
10:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",051-417-9300
영도부부치과의원,치과,"금
09:00 - 18:00
12:30 - 13:30 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 13:30 휴게시간
목
09:00 - 18:00
12:30 - 13:30 휴게시간",051-418-0275
시원신경과의원,"병원,의원","금
09:00 - 17:30
12:30 - 13:30 휴게시간
17:20 접수마감
토
09:00 - 13:00
12:50 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
12:30 - 13:30 휴게시간
17:20 접수마감
화(6/6)
현충일 휴무
수
09:00 - 17:30
12:30 - 13:30 휴게시간
17:20 접수마감
목
09:00 - 12:30
12:20 접수마감",051-715-8828
혜화산부인과의원,산부인과,"금
12:30 - 18:30
토
11:30 - 14:00
일
정기휴무 (매주 일요일)
월
12:30 - 18:30
화(6/6)
현충일 휴무
수
12:30 - 18:30
목
12:30 - 18:30",051-405-5511
