병원종류,영업시간,이름,전화번호,병원주소
피부과,0507-1412-1236,1,,"부산 북구 만덕대로 22 드림메디칼빌딩 6층
금 09:30 - 17:30
12:50 - 14:00 휴게시간
토 09:30 - 12:30
일 정기휴무 (매주 일요일)
월 09:30 - 17:30
12:50 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 17:30
12:50 - 14:00 휴게시간
목 14:00 - 17:30"
피부과,0507-1417-6114,1,,"경남 김해시 율하1로 110 중앙프라자 601호
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:00 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 09:30 - 18:30"
피부과,0507-1423-3111,1,,"경남 김해시 번화1로80번길 15 다성빌딩
금 09:00 - 18:30
12:30 - 14:00 휴게시간
토 09:00 - 13:30
일 정기휴무 (매주 일요일)
월 09:00 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 12:30
목 09:00 - 18:30
12:30 - 14:00 휴게시간"
피부과,0507-1424-7990,1,,"부산 강서구 명지국제6로 246 예성빌딩 4층
금 10:00 - 19:00
토 10:00 - 14:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
화(6/6) 현충일 휴무
수 10:00 - 20:00
목 10:00 - 19:00"
피부과,0507-1492-5445,1,,"부산 사상구 가야대로 272
금 09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
토 09:10 - 13:00
12:30 접수마감
일 정기휴무 (매주 일요일)
월 09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
화(6/6) 현충일 휴무
수 09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
목 09:10 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감"
피부과,0507-1495-3210,1,,"부산 사상구 가야대로 276 엘리트치과병원건물 3층 선샤인피부과의원
금 09:30 - 20:00
13:00 - 14:30 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 20:00
13:00 - 14:30 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
13:00 - 14:30 휴게시간
목 09:30 - 19:00
13:00 - 14:30 휴게시간"
피부과,051-202-1997,1,,"부산 강서구 명지국제2로28번길 23 네오웨스턴스퀘아 2동 2층
금 10:00 - 19:00
13:00 - 14:00 휴게시간
토 10:00 - 15:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 19:00
13:00 - 14:00 휴게시간
목 10:00 - 21:00
13:00 - 14:00 휴게시간"
피부과,051-202-8272,1,,"부산 사하구 낙동남로 1412 경부빌딩 9층
금 10:00 - 21:00
13:00 - 14:00 휴게시간
19:30 접수마감
토 10:00 - 14:00
12:30 접수마감
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감
화(6/6) 현충일 휴무
수 10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감
목 10:00 - 19:00
13:00 - 14:00 휴게시간
17:30 접수마감"
피부과,051-204-1204,1,,"부산 사하구 낙동대로 212
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:30 - 14:40
일 정기휴무 (매주 일요일)
월 09:30 - 18:40
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 14:00 - 19:10"
피부과,051-204-7870,1,,"부산 사하구 낙동대로 213
금 09:30 - 19:00
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
화(6/6) 현충일 휴무
수 09:30 - 19:00
목 09:30 - 19:00"
피부과,051-204-8114,1,,"부산 사하구 낙동대로 466
금 10:00 - 19:30
12:30 - 14:00 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 09:30 - 18:30
12:30 - 14:00 휴게시간"
피부과,051-204-8275,1,,"부산 사하구 낙동남로 1424 하단역 8번출구 동원빌딩 6층
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:30 - 13:30
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
12:30 - 14:00 휴게시간
목 09:30 - 13:30"
피부과,051-205-2456,1,,"부산 강서구 명지오션시티4로 64 명지메디칼 4층 401호
금 09:00 - 18:00
12:30 - 14:00 휴게시간
토 09:00 - 13:30
12:30 - 13:00 휴게시간
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:00
12:30 - 14:00 휴게시간
목 14:00 - 18:30"
피부과,051-205-9777,1,,"부산 사하구 낙동남로 1426
금 10:00 - 19:00
14:00 - 15:00 휴게시간
토 10:00 - 16:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
14:00 - 15:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 19:00
14:00 - 15:00 휴게시간
목 10:00 - 22:00
14:00 - 15:00 휴게시간"
피부과,051-262-7511,1,,"부산 사하구 다대로 263 5층 501호
금 09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감
토 09:00 - 13:00
12:30 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감
화(6/6) 현충일 휴무
수 09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감
목 09:00 - 18:00
12:30 - 13:30 휴게시간
17:30 접수마감"
피부과,051-326-7582,1,,"부산 사상구 사상로 200
금 10:00 - 18:30
13:00 - 14:00 휴게시간
토 10:00 - 14:00
일 정기휴무 (매주 일요일)
월 10:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 14:00 - 18:30
목 10:00 - 18:30
13:00 - 14:00 휴게시간"
피부과,051-337-9960,1,,"부산 북구 만덕대로 16 8층
금 10:30 - 20:30
토 10:00 - 17:00
일 정기휴무 (매주 일요일)
월 10:30 - 20:30
화(6/6) 현충일 휴무
수 10:30 - 20:30
목 10:30 - 20:30"
피부과,051-343-2255,1,,"부산 북구 만덕대로 24 4층
금 10:00 - 21:00
13:00 - 14:00 휴게시간
토 10:00 - 15:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 19:00
13:00 - 14:00 휴게시간
목 10:00 - 19:00
13:00 - 14:00 휴게시간"
피부과,051-715-2216,1,,"부산 강서구 명지국제5로 42 3층
금 09:30 - 20:00
12:30 - 14:00 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 20:00
12:30 - 14:00 휴게시간
목 09:30 - 18:30
12:30 - 14:00 휴게시간"
피부과,055-322-6300,1,,"경남 김해시 가락로 23 김밥천국
금 09:05 - 17:45
12:30 - 14:00 휴게시간
토 08:40 - 15:00
12:40 - 13:30 휴게시간
일 정기휴무 (매주 일요일)
월 09:05 - 17:45
12:30 - 14:00 휴게시간
화 09:05 - 17:45
12:30 - 14:00 휴게시간
수 09:05 - 17:45
12:30 - 14:00 휴게시간
목 09:05 - 17:45
12:30 - 14:00 휴게시간
접기"
피부과,055-326-7575,1,,"경남 김해시 내외중앙로 60 신한프라자 2층
금 10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
토 10:00 - 15:00
14:30 접수마감
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
화(6/6) 현충일 휴무
수 10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
목 13:00 - 19:30
19:00 접수마감"
피부과,055-327-0651,1,,"경남 김해시 내외중앙로 62 종로엠스쿨
금 09:30 - 19:00
12:30 - 14:00 휴게시간
토 09:30 - 17:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
12:30 - 14:00 휴게시간
목 정기휴무 (매주 목요일)"
피부과,055-337-7582,1,,"경남 김해시 내외중앙로 84 서울메디컬센터 6층
금 09:30 - 19:00
13:00 - 14:00 휴게시간
토 09:30 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
13:00 - 14:00 휴게시간
목 09:30 - 19:00
13:00 - 14:00 휴게시간"
피부과,055-338-7510,1,,"경남 김해시 내외중앙로 57 경남프라자
금 10:00 - 18:00
17:30 접수마감
토 10:00 - 16:00
15:30 접수마감
일 정기휴무 (매주 일요일)
월 10:00 - 18:00
17:30 접수마감
화(6/6) 현충일 휴무
수 10:00 - 18:00
17:30 접수마감
목 정기휴무 (매주 목요일)"
피부과,055-338-7791,1,,"경남 김해시 가락로 26
금 09:00 - 20:00
12:30 - 14:00 휴게시간
토 09:00 - 14:30
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:00
12:30 - 14:00 휴게시간
목 09:00 - 12:30"
피부과,055-339-9100,1,,"경남 김해시 능동로167번길 1
금 09:30 - 18:00
12:30 - 14:00 휴게시간
17:50 접수마감
토 09:00 - 13:00
12:50 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 19:30
12:30 - 14:00 휴게시간
19:20 접수마감
화(6/6) 현충일 휴무
수 09:30 - 12:30
12:20 접수마감
목 09:30 - 19:30
12:30 - 14:00 휴게시간
19:20 접수마감"
피부과,055-723-3070,1,,"경남 김해시 율하3로 38 경보오션 6층
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:30 - 13:30
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 14:00 - 19:30
목 09:30 - 18:30
12:30 - 14:00 휴게시간"
피부과,055-724-2449,1,,"경남 김해시 율하6로 56 율하메이저타워 6층 센텀코어더율의원
금 10:00 - 19:30
12:30 - 14:00 휴게시간
토 10:00 - 16:00
12:30 - 14:00 휴게시간
일 정기휴무 (매주 일요일)
월 10:00 - 19:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 19:30
12:30 - 14:00 휴게시간
목 14:30 - 20:00"
피부과,055-724-3997,1,,"경남 김해시 가락로 19 아름다운 뉴욕 메디컬센터 3층
금 10:00 - 21:00
13:00 - 14:00 휴게시간
토 10:00 - 15:00
일 정기휴무 (매주 일요일)
월 10:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 10:00 - 19:00
13:00 - 14:00 휴게시간
목 10:00 - 19:00
13:00 - 14:00 휴게시간"
피부과,1522-4340,1,,"경남 김해시 내외중앙로 92 5층 뮤즈의원 김해
금 10:00 - 20:00
토 10:00 - 16:00
일 정기휴무 (매주 일요일)
월 10:00 - 20:00
화(6/6) 10:00 - 16:00
수 10:00 - 20:00
목 10:00 - 20:00
접기"
한방병원,0507-1460-8082,1,,"부산 강서구 명지국제1로 25 우진메디컬프라자 5층 501, 502, 503호
금 10:00 - 21:00
13:00 - 14:00 휴게시간
토 10:00 - 16:00
일 정기휴무 (매주 일요일)
월 10:00 - 21:00
13:00 - 14:00 휴게시간
화(6/6) 현충일10:00 - 16:00
수 10:00 - 21:00
13:00 - 14:00 휴게시간
목 10:00 - 21:00
13:00 - 14:00 휴게시간
접기"
한방병원,055-331-2020,1,,"경남 김해시 가락로 23 당당메디컬센터 5, 6, 7, 8, 9층
금 09:00 - 20:30
12:30 - 14:00 휴게시간
토 09:00 - 15:00
일 정기휴무 (매주 일요일)
월 09:00 - 20:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 20:30
12:30 - 14:00 휴게시간
목 09:00 - 20:30
12:30 - 14:00 휴게시간"
한방병원,1577-0007,1,,"부산 사하구 낙동남로 1427 6, 7, 8, 9층
금 09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감
토 09:00 - 18:00
13:00 - 14:00 휴게시간
12:00 접수마감
일 정기휴무 (매주 일요일)
월 09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감
화(6/6) 현충일09:00 - 18:00
수 09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감
목 09:00 - 19:00
13:00 - 14:00 휴게시간
12:00 접수마감"
한의원,0507-1309-0365,1,,"부산 강서구 명지국제5로 42 402호
금 10:00 - 20:00
13:00 - 14:30 휴게시간
12:30, 19:30 접수마감
토 09:30 - 13:30
13:00 접수마감
일 정기휴무 (매주 일요일)
월 10:00 - 20:00
13:00 - 14:30 휴게시간
12:30, 19:30 접수마감
화 10:00 - 20:00
13:00 - 14:30 휴게시간
12:30, 19:30 접수마감
수 10:00 - 20:00
13:00 - 14:30 휴게시간
12:30, 19:30 접수마감
목 14:30 - 20:00
19:30 접수마감
접기"
한의원,0507-1310-7510,2,,"부산 강서구 명지국제8로 257 3층
금 10:00 - 20:00
13:00 - 14:00 휴게시간
토 10:00 - 14:00
일 10:00 - 14:00
월 10:00 - 20:00
13:00 - 14:00 휴게시간
화(6/6) 현충일10:00 - 14:00
수 10:00 - 20:00
13:00 - 14:00 휴게시간
목 10:00 - 20:00
13:00 - 14:00 휴게시간
접기"
한의원,0507-1359-1075,1,,"부산 강서구 명지국제8로 251 302호 다온한의원
금 09:30 - 21:00
12:30 - 14:00 휴게시간
토 09:30 - 14:30
일 09:30 - 14:30
월 09:30 - 21:00
12:30 - 14:00 휴게시간
화(6/6) 현충일09:30 - 14:30
수 09:30 - 21:00
12:30 - 14:00 휴게시간
목 09:30 - 21:00
12:30 - 14:00 휴게시간
접기"
한의원,0507-1384-0366,1,,"부산 강서구 명지국제8로 254 시온플라자 1동 201호, 202호, 203호
금 10:00 - 21:00
토 10:00 - 17:00
13:00 - 14:00 휴게시간
일 10:00 - 17:00
13:00 - 14:00 휴게시간
월 10:00 - 21:00
화 10:00 - 21:00
수 10:00 - 21:00
목 10:00 - 21:00
접기"
한의원,0507-1394-0333,1,,"부산 북구 백양대로 1200 정수빌딩 3층
금 10:00 - 20:30
13:00 - 14:00 휴게시간
토 10:00 - 16:00
일 정기휴무 (매주 일요일)
월 10:00 - 20:30
13:00 - 14:00 휴게시간
화 10:00 - 18:30
13:00 - 14:00 휴게시간
수 10:00 - 20:30
13:00 - 14:00 휴게시간
목 정기휴무 (매주 목요일)"
한의원,0507-1402-8275,1,,"부산 강서구 명지국제5로 14 서진빌딩 2,3층
금 10:00 - 20:00
13:00 - 14:30 휴게시간
토 10:00 - 14:30
일 10:00 - 14:30
월 10:00 - 20:00
13:00 - 14:30 휴게시간
화(6/6) 현충일10:00 - 14:30
수 10:00 - 19:00
13:00 - 14:30 휴게시간
목 10:00 - 19:00
13:00 - 14:30 휴게시간
접기"
한의원,0507-1488-3637,1,,"부산 강서구 신호산단2로 33 골든뷰 2층
금 09:30 - 20:00
13:00 - 14:30 휴게시간
19:40 접수마감
토 09:30 - 15:00
14:40 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 20:00
13:00 - 14:30 휴게시간
19:40 접수마감
화(6/6) 현충일 휴무
수 09:30 - 20:00
13:00 - 14:30 휴게시간
19:40 접수마감
목 09:30 - 20:00
13:00 - 14:30 휴게시간
19:40 접수마감"
한의원,051-202-3155,1,,"부산 강서구 명지오션시티11로 74
금 09:30 - 18:30
12:30 - 14:00 휴게시간
토 09:30 - 13:30
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 18:30
12:30 - 14:00 휴게시간
목 14:00 - 18:30"
한의원,051-206-1075,1,,"부산 강서구 명지오션시티4로 62 파빌리온빌딩 3층
금 09:30 - 19:00
12:30 - 14:00 휴게시간
토 09:30 - 13:30
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
12:30 - 14:00 휴게시간
목 14:00 - 19:00"
한의원,051-206-5649,1,,"부산 강서구 명지국제11로 25 1동 2층
금 10:00 - 20:00
토 09:00 - 14:00
일 정기휴무 (매주 일요일)
월 10:00 - 20:00
화(6/6) 현충일 휴무
수 10:00 - 20:00
목 14:00 - 20:00"
한의원,051-207-1365,1,,"부산 강서구 명지국제8로 230 5층
금 09:30 - 20:00
13:00 - 14:30 휴게시간
토 09:30 - 16:00
일 09:30 - 16:00
월 09:30 - 20:00
13:00 - 14:30 휴게시간
화(6/6) 현충일09:30 - 16:00
수 09:30 - 20:00
13:00 - 14:30 휴게시간
목 09:30 - 20:00
13:00 - 14:30 휴게시간
접기"
한의원,051-271-1056,1,,"부산 강서구 명지오션시티4로 61 이건빌딩 302호
금 09:30 - 19:00
13:00 - 14:30 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
13:00 - 14:30 휴게시간
화(6/6) 현충일 휴무
수 09:30 - 19:00
13:00 - 14:30 휴게시간
목 09:30 - 19:00
13:00 - 14:30 휴게시간"
한의원,051-271-2800,1,,"부산 강서구 명지오션시티11로 66 G타워 4층
금 09:30 - 20:00
13:00 - 14:30 휴게시간
19:20 접수마감
토 09:30 - 13:30
12:50 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 20:00
13:00 - 14:30 휴게시간
19:20 접수마감
화(6/6) 현충일 휴무
수 09:30 - 20:00
13:00 - 14:30 휴게시간
19:20 접수마감
목 09:30 - 20:00
13:00 - 14:30 휴게시간
19:20 접수마감"
한의원,051-312-7648,1,,"부산 사상구 광장로87번길 63
금 10:00 - 18:00
12:50 - 14:00 휴게시간
토 10:00 - 17:00
12:50 - 14:00 휴게시간
일 정기휴무 (매주 일요일)
월 10:00 - 18:00
12:50 - 14:00 휴게시간
화(6/6) 현충일10:00 - 17:00
12:50 - 14:00 휴게시간
수 10:00 - 18:00
12:50 - 14:00 휴게시간
목 정기휴무 (매주 목요일)
접기"
한의원,051-503-8818,1,,"부산 강서구 명지오션시티4로 70
금 09:30 - 19:00
12:30 - 14:00 휴게시간
18:10 접수마감
토 09:30 - 14:00
13:10 접수마감
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
12:30 - 14:00 휴게시간
18:10 접수마감
화(6/6) 현충일 휴무
수 09:30 - 19:00
12:30 - 14:00 휴게시간
18:10 접수마감
목 14:00 - 19:00
18:10 접수마감"
한의원,051-624-7575,1,,"부산 강서구 낙동남로 1042
금 09:00 - 18:00
12:30 - 14:00 휴게시간
토 09:00 - 17:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6) 현충일 휴무
수 09:00 - 18:00
12:30 - 14:00 휴게시간
목 09:00 - 18:00
12:30 - 14:00 휴게시간"
한의원,051-711-2625,2,,"부산 강서구 명지국제8로 243
금 09:30 - 19:00
토 09:15 - 14:00
일 정기휴무 (매주 일요일)
월 09:30 - 20:00
화(6/6) 현충일 휴무
수 09:30 - 20:00
목 09:30 - 19:00"
한의원,051-941-7575,1,,"부산 강서구 대저로274번길 15
금 09:30 - 18:30
13:00 - 14:00 휴게시간
토 09:30 - 13:00
일 정기휴무 (매주 일요일)
월 09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6) 현충일09:30 - 13:00
수 09:30 - 18:30
13:00 - 14:00 휴게시간
목 09:30 - 13:00
접기"
한의원,051-941-8275,1,,"부산 강서구 신호산단2로 21
금 10:00 - 19:30
13:00 - 14:00 휴게시간
19:00 접수마감
토 10:00 - 15:00
14:30 접수마감
일 정기휴무 (매주 일요일)
월 10:00 - 19:30
13:00 - 14:00 휴게시간
19:00 접수마감
화(6/6) 현충일 휴무
수 10:00 - 19:30
13:00 - 14:00 휴게시간
19:00 접수마감
목 10:00 - 20:30
13:00 - 14:00 휴게시간
20:00 접수마감"
한의원,051-973-3075,1,,"부산 강서구 신호산단2로49번길 16
금 09:30 - 19:00
토 09:30 - 15:00
일 정기휴무 (매주 일요일)
월 09:30 - 19:00
화(6/6) 현충일 휴무
수 09:30 - 19:00
목 09:30 - 19:00"
한의원,051-973-9737,1,,"부산 강서구 공항로811번길 43
금 09:00 - 18:30
12:30 - 14:00 휴게시간
토 09:00 - 13:00
일 정기휴무 (매주 일요일)
월 09:00 - 18:30
12:30 - 14:00 휴게시간
화 09:00 - 18:30
12:30 - 14:00 휴게시간
수 09:00 - 18:30
12:30 - 14:00 휴게시간
목 09:00 - 18:30
12:30 - 14:00 휴게시간
접기"
한의원,055-311-0001,1,,"경남 김해시 율하3로 5 정한의원
금 09:30 - 17:00
12:30 - 14:00 휴게시간
토(6/3) 휴무
일(6/4) 휴무
월(6/5) 휴무
화(6/6) 휴무
수 09:30 - 17:00
12:30 - 14:00 휴게시간
목 14:00 - 20:00"
한의원,055-334-0365,1,,"경남 김해시 율하3로 53 경보프라자 2층
금 10:00 - 20:00
13:00 - 14:00 휴게시간
토 10:00 - 15:00
일 10:00 - 15:00
월 10:00 - 20:00
13:00 - 14:00 휴게시간
화(6/6) 현충일10:00 - 15:00
수 10:00 - 20:00
13:00 - 14:00 휴게시간
목 10:00 - 20:00
13:00 - 14:00 휴게시간
접기"
한의원,No phone number available,1,,"부산 강서구 대저로 285
"
